"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell shape"
132412,,"DSM 100161, KCTC 42944, MCC 2777, NKM 1",1,"Pontibacter ummariensis",rod-shaped
133007,W14,"DSM 100231, KCTC 42941, MCC 2932",1,"Pontibacter virosus",rod-shaped
133530,311-10,"CCTCC AB 207200, NRRL B-51335",1,"Pontibacter xinjiangensis",rod-shaped
141044,A-1,"KACC 18119, JCM 30136",1,"Pontibacterium granulatum",rod-shaped
13846,CL-GR66,"DSM 18986, KCCM 90028",1,"Ponticoccus litoralis",ovoid-shaped
158575,SJ5A-1,"JCM 19520, ACCC 19863",1,"Pseudoponticoccus marisrubri",coccus-shaped
133880,CL-TW6,"KCCM 90105, JCM 18206",1,"Pontimonas salivibrio",rod-shaped
140497,2D-4,"KCTC 33576, CFCC 11886",1,"Populibacterium corticicola",rod-shaped
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,"Qipengyuania algicida",coccus-shaped
,,,,,ovoid-shaped
,,,,,rod-shaped
5396,DSW-74,"DSM 17193, KCTC 12395, DSW 74",1,"Erythrobacter dokdonensis",ovoid-shaped
12505,B440,"CCUG 7834, CCUG 14451, JCM 6326, DSM 20707, ATCC 25260, VPI 4198, BCRC 10618, LMG 13178",1,"Porphyromonas asaccharolytica",rod-shaped
12513,,"DSM 23058, ATCC BAA 1629, CCUG 55979, WAL 1926C, JCM 16335",1,"Porphyromonas bennonis",rod-shaped
133139,"UQD444, MRK101, UQD 444","DSM 28520, NCTC 13658",1,"Porphyromonas loveana",rod-shaped
17914,,"DSM 25064, KCCM 42369, KCTC 23095, NBRC 102686, IMCC 2115",1,"Porticoccus litoralis",coccus-shaped
166203,SM1702,"MCCC 1K03471, KCTC 62796",1,"Arcobacter antarcticus",coccus-shaped
160572,Pla123a,"DSM 103020, LMG 29466",1,"Posidoniimonas polymericola",other
133708,M091,"KCTC 23537, JCM 17630",1,"Postechiella marina",rod-shaped
164262,,"JCM 32460, LMG 30312, EAG 3",1,"Pradoshia eiseniae",rod-shaped
12562,,"DSM 23384, CCUG 53648, JCM 14753, KCTC 15072",1,"Prevotella amnii",rod-shaped
133542,OMA31,"JCM 15754, CCUG 57723, KCTC 15073",1,"Prevotella aurantiaca",rod-shaped
12541,"E 9.33","DSM 16972, CCUG 50418, JCM 13447",1,"Prevotella baroniae",ovoid-shaped
12544,"94067913, W3326","JCM 51224, DSM 17361, CCUG 51224, JCM 13869",1,"Prevotella bergensis",rod-shaped
166275,A2672,"DSM 108033, CCOS 1231, CCUG 72809",1,"Prevotella brunnea",pleomorphic-shaped
158507,,"DSM 100619, JCM 30867, SBC 8034",1,"Prevotella cerevisiae",rod-shaped
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,"Prevotella colorans",pleomorphic-shaped
,,,,,rod-shaped
12547,,"DSM 18205, JCM 13464, CCUG 58058, CB 7",1,"Prevotella copri",rod-shaped
12565,,"DSM 22229, JCM 15908, NUM 1903, KCTC 15187",1,"Prevotella dentasini",rod-shaped
12563,04052,"DSM 22864, CCUG 56137, JCM 15124, KCTC 15074",1,"Prevotella falsenii",rod-shaped
12560,T05-04,"DSM 19854, CCUG 55407, JCM 15637",1,"Prevotella histicola",rod-shaped
12531,B422,"DSM 20706, ATCC 25611, KCTC 15693, CCUG 24041, JCM 7365, JCM 12248, VPI 4197, JCM 11150, BCRC 14416, CIP 103682, NCTC 13070, CIP 101222, KCTC 3692",1,"Prevotella intermedia",rod-shaped
24343,"CD3:28, CD3_28, CD3 : 28","DSM 26989, CCUG 60371, KCTC 15415",1,"Prevotella jejuni",rod-shaped
12557,W1609,"DSM 19339, CCUG 54766, JCM 15638",1,"Prevotella maculosa",rod-shaped
12542,"E 934","JCM 13450, DSM 16973, CCUG 50419",1,"Prevotella marshii",rod-shaped
12540,PPPA21,"CCUG 51937, DSM 16608, JCM 12541",1,"Prevotella multiformis",rod-shaped
12543,PPPA20,"DSM 17128, JCM 12954, CCUG 58057, KCTC 15700",1,"Prevotella multisaccharivorax",coccus-shaped
12555,,"DSM 19126, CCUG 54409, CIP 108993, JCM 15639, LBN 293, AIP 261.03, KCTC 15075",1,"Prevotella nanceiensis",rod-shaped
12558,KB7,"DSM 17968, JCM 13650, KCTC 15702",1,"Prevotella paludivivens",rod-shaped
134238,,"JCM 14110, CCUG 54350, GTC 3021",1,"Prevotella pleuritidis",rod-shaped
158435,109,"DSM 105141, VKM B-2992",1,"Prevotella rara",other
,,,,,rod-shaped
12566,D033B-12-2,"DSM 22473, CCUG 57944, JCM 17484",1,"Prevotella saccharolytica",rod-shaped
12538,EPSA11,"CCUG 51934, DSM 15606, JCM 12084, KCTC 15077",1,"Prevotella salivae",rod-shaped
12539,EHS11,"DSM 15611, JCM 12083, CCUG 51933, KCTC 15078",1,"Prevotella shahii",rod-shaped
12548,,"CCUG 55595, CB 35, DSM 18206, JCM 13469, KCTC 15079",1,"Prevotella stercorea",rod-shaped
12556,4401737,"JCM 50105, DSM 22865, CCUG 50105, CIP 108522, JCM 15640, KCTC 15080",1,"Prevotella timonensis",rod-shaped
5745,ZS1-8,"DSM 23421, JCM 17291",1,"Pricia antarctica",rod-shaped
1203,2DT,"DSM 13796, JCM 12211, CIP 106778, KCTC 13922, UCM B-5715",1,"Priestia endophytica",rod-shaped
1244,7.101,"DSM 16467, KCTC 3914, BR 030, CIP 110015",1,"Priestia koreensis",rod-shaped
159756,PX7,"KCTC 42952, MCCC 1H00196",1,"Primorskyibacter marinus",rod-shaped
133848,KAUST100406-0324,"JCM 17872, NRRL B-59665",1,"Profundibacterium mesophilum",coccus-shaped
134197,F2,"ATCC BAA 1284, JCM 13498",1,"Prolixibacter bellariivorans",rod-shaped
132440,1C-HV12,"DSM 100490, CGMCC 4.7283, JCM 31782",1,"Promicromonospora alba",coccus-shaped
23200,,"DSM 23716, JCM 19560, NRRL B-24816, EUM 273",1,"Promicromonospora endophytica",coccus-shaped
12607,,"DSM 21603, CCTCC AA 208046, JCM 19561, YIM 61515",1,"Promicromonospora xylanilytica",ovoid-shaped
160818,JV5,"DSM 106771, TISTR 2629",1,"Propionibacterium ruminifibrarum",rod-shaped
141046,TEYR-7,"CCTCC AB 2015257, KCTC 33808",1,"Propioniciclava sinopodophylli",rod-shaped
158818,"Y1A-10 4-9-1","CCTCC AB 2016249, KCTC 15566, LMG 29810",1,"Propionicimonas ferrireducens",rod-shaped
17150,"KS, KS-SP4I6","DSM 15287, ATCC BAA 665",1,"Propionispora hippei",rod-shaped
134363,HAQ-1,"JCM 14805, KACC 12649, KCTC 22182",1,"Prosthecobacter fluviatilis",rod-shaped
2401,6030,"DSM 260",1,"Prosthecochloris vibrioformis",rod-shaped
,,,,,vibrio-shaped
166527,2DFWR-13,"KACC 19321, NBRC 113050",1,"Protaetiibacter intestinalis",rod-shaped
18078,GW,"DSM 21650, CGMCC 1.5055, JCM 14574",1,"Proteiniborus ethanoligenes",rod-shaped
158351,BA2-13,"DSM 103060, LMG 29818",1,"Proteiniborus indolifex",rod-shaped
2872,D3RC-2,"DSM 24773, CGMCC 1.5058, JCM 14817, KCTC 15188",1,"Proteiniclasticum ruminis",rod-shaped
12514,TB107,"DSM 18083, CGMCC 1.5024, JCM 12891, CCUG 53886",1,"Proteiniphilum acetatigenes",rod-shaped
140143,M3/6,"DSM 28694, CECT 8610, LMG 28299",1,"Proteiniphilum saccharofermentans",rod-shaped
18080,PPP2,"DSM 23131, CIP 108034, JCM 12175, ATCC BAA 755",1,"Proteocatella sphenisci",rod-shaped
158717,08MAS0041,"CGMCC 1.15939, DSM 104685",1,"Proteus alimentorum",rod-shaped
160787,FJ2001126-3,"DSM 106178, GDMCC 1.1244",1,"Proteus cibi",rod-shaped
158686,08MAS2615,"DSM 104686, CGMCC 1.15982",1,"Proteus columbae",rod-shaped
160788,TJ1636,"DSM 106180, GDMCC 1.1245",1,"Proteus faecis",rod-shaped
132975,JS9,"DSM 100173, JCM 30699, KACC 18404",1,"Proteus terrae subsp. cibarius",rod-shaped
5091,B,"DSM 19968, ATCC BAA 1590, JCM 16940",1,"Providencia burhodogranariea",rod-shaped
5092,A,"DSM 19967, ATCC BAA 1589, JCM 16941",1,"Providencia sneebia",rod-shaped
5088,OP1,"DSM 17385, CIP 108829, CCUG 55499",1,"Providencia vermicola",rod-shaped
3026,CC-21,"DSM 21352, CCUG 54492, CIP 109510",1,"Pseudacidovorax intermedius",rod-shaped
130241,,"DSM 28005, JCM 19624, KACC 17839, KCTC 29256, EGI 60002",1,"Pseudactinotalea suaedae",rod-shaped
133083,5GHs33-03,"DSM 27157, KACC 16542, NBRC 111006",1,"Pseudactinotalea terrae",rod-shaped
133381,AR1,"KCTC 42754, JCM 31503, DSM 112297",1,"Pseudaeromonas pectinilytica",rod-shaped
271,GPTSA-6,"DSM 17445, CCUG 54939, CIP 109378, MTCC 7090",1,"Pseudaeromonas sharmana",rod-shaped
133749,HDW-32,"KCTC 23345, CCUG 60023",1,"Pseudahrensia aquimaris",ovoid-shaped
140902,KHS02,"KACC 18257, JCM 30419",1,"Pseudahrensia todarodis",rod-shaped
1208,mcha2343,"DSM 14890, CIP 108363, LMG 19507",1,"Pseudalkalibacillus decolorationis",rod-shaped
1226,SW-72,"DSM 16206, JCM 11807, KCCM 41641, CIP 108441, LMG 24749",1,"Pseudalkalibacillus hwajinpoensis",rod-shaped
140465,JH-7,"KCTC 52258, CCTCC AB 2016107",1,"Pseudaminobacter manganicus",rod-shaped
3837,E92,"DSM 25647, CCM 7988, LMG 26720",1,"Pseudarcicella hirudinis",rod-shaped
7620,4C1-a,"DSM 18782, KCTC 19209",1,"Pseudarthrobacter defluvii",ovoid-shaped
130419,LC4,"DSM 28855, CCTCC AB 206012, IAM 15382, JCM 30147, JCM 21826",1,"Pseudarthrobacter niigatensis",rod-shaped
7622,Sphe3,"DSM 18606, LMG 23796, JCM 16027",1,"Pseudarthrobacter phenanthrenivorans",coccus-shaped
24196,4J27,"DSM 28024, CECT 8257, LMG 27359",1,"Pseudarthrobacter siccitolerans",rod-shaped
23149,SYR-2,"DSM 21377, NBRC 104351",1,"Pseudenhygromyxa salsuginis",rod-shaped
133584,KYW314,"KCTC 22740, JCM 16344",1,"Pseudidiomarina aestuarii",rod-shaped
133757,SW15,"LMG 25374, BCRC 80083",1,"Pseudidiomarina aquimaris",rod-shaped
133467,908033,"CGMCC 1.7284, JCM 15533",1,"Pseudidiomarina donghaiensis",rod-shaped
133427,PIM1,"BCRC 17749, JCM 15083",1,"Pseudidiomarina marina",rod-shaped
133466,908087,"CGMCC 1.7285, JCM 15534",1,"Pseudidiomarina tainanensis",rod-shaped
6236,ISL-52,"DSM 21900, CCUG 54359, KCTC 12971",1,"Pseudidiomarina salinarum",rod-shaped
6237,c121,"DSM 21906, CICC 10319, LMG 24046",1,"Pseudidiomarina sediminum",rod-shaped
133426,PIN1,"BCRC 17750, JCM 15084",1,"Pseudidiomarina tainanensis",rod-shaped
6235,PIT1,"DSM 19709, BCRC 17465, JCM 13360",1,"Pseudidiomarina taiwanensis",rod-shaped
159881,PCS8,"KCTC 62038, JCM 32226",1,"Pseudoaeromonas paramecii",rod-shaped
141083,DB-2,"KCTC 42779, CECT 8945",1,"Pseudoalteromonas aestuariivivens",rod-shaped
12699,SW19,"DSM 16473, KMM 3562",1,"Pseudoalteromonas aliena",rod-shaped
133879,k53,"JCM 17292, NCIMB 14688",1,"Pseudoalteromonas arabiensis",rod-shaped
12701,"A 37-1-2","DSM 18437, LMG 23753",1,"Pseudoalteromonas arctica",rod-shaped
134146,FR1199,"JCM 12483, KCTC 12274, CIP 109024, IMSNU 60186, KCTC 22992",1,"Pseudoalteromonas byunsanensis",rod-shaped
140827,rzy34,"CGMCC 1.15325, KCTC 42730",1,"Pseudoalteromonas fenneropenaei",rod-shaped
448,,"DSM 15748, CIP 105339, KMM 216",1,"Pseudoalteromonas fuliginea",rod-shaped
132999,NH153,"DSM 100951, CGMCC 1.15370",1,"Pseudoalteromonas gelatinilytica",rod-shaped
12702,,"DSM 22356, CGMCC 1.8499, JCM 15903, LMEB 39",1,"Pseudoalteromonas lipolytica",rod-shaped
140626,,"KCCM 43187, JCM 31286, PAMC 28425",1,"Pseudoalteromonas neustonica",rod-shaped
140699,OCN003,"CCOS 1042, CIP 111189",1,"Pseudoalteromonas piratica",rod-shaped
133216,TP162,"KACC 18554, CGMCC 1.15394",1,"Pseudoalteromonas profundi",rod-shaped
134140,UST010723-006,"NRRL B-41100, JCM 12884, CIP 108868",1,"Pseudoalteromonas spongiae",rod-shaped
1650,JSS,"DSM 25223, ATCC BAA 2330",1,"Pseudobdellovibrio exovorus",rod-shaped
158791,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1,"Pseudobizionia ponticola",ovoid-shaped
,,,,,rod-shaped
160128,"Malle 64, Mal64","DSM 100832, LMG 29020",1,"Pseudobythopirellula maris",other
1901,,"DSM 25619, CCUG 46016, CIP 108977",1,"Pseudochrobactrum asaccharolyticum",rod-shaped
1902,SS5,"DSM 19762, CCUG 49584, CIP 109227",1,"Pseudochrobactrum kiredjianiae",rod-shaped
1903,,"DSM 23782, CCM 7581, CCUG 56963, KSS 7.8",1,"Pseudochrobactrum lubricantis",rod-shaped
1900,,"DSM 25620, CCUG 33852, CIP 108976",1,"Pseudochrobactrum saccharolyticum",rod-shaped
7481,"MJ28, H17-1","DSM 26484, JCM 16921, KCTC 19773",1,"Pseudoclavibacter caeni",rod-shaped
7480,,"DSM 23821, CCUG 58142, KCTC 22691, CAU 59",1,"Pseudoclavibacter chungangensis",rod-shaped
132433,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007, JCM 30633",1,"Pseudoclavibacter endophyticus",rod-shaped
7475,,"DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726, LMG 21450, NBRC 15775",1,"Pseudoclavibacter helvolus",rod-shaped
7479,KP02,"DSM 23366, JCM 15058, KCTC 19255",1,"Pseudoclavibacter soli",rod-shaped
7476,,"DSM 17446, IAM 15030, JCM 12866, NBRC 15706, TISTR 1514, ATCC 13722, CCUG 37873, CCUG 38434, CIP 108568, IFO 15706, NCTC 11398",0,"Pseudoclavibacter sp.",rod-shaped
7477,A59836,"DSM 17449, IAM 14724, NBRC 15616, TISTR 1510, CCUG 50212, IFO 15616, JCM 12865, CIP 108566",0,"Pseudoclavibacter sp.",rod-shaped
158356,BerOC1,"DSM 103834, JCM 31820",1,"Pseudodesulfovibrio hydrargyri",vibrio-shaped
132642,J2,"DSM 101483, MCCC 1A01867",1,"Pseudodesulfovibrio indicus",vibrio-shaped
140414,BLaC1,"DSM 101509, JCM 31063",1,"Pseudodesulfovibrio senegalensis",rod-shaped
4164,,"DSM 19275, JCM 15076, NCIMB 14400, CCUG 55298, RB 22",1,"Pseudodesulfovibrio tunisiensis",rod-shaped
13832,Y-2,"DSM 18339, CGMCC 1.7081, LMG 24574, MCCC 1A00107",1,"Pseudodonghicola xiamenensis",ovoid-shaped
133214,E3/2,"LMG 29678, CCM 8698, DSM 103461",1,"Pseudoduganella danionis",rod-shaped
141160,10R5-21,"KEMB 563-061, JCM 31587",1,"Massilia eburnea",rod-shaped
132597,"GS 221","DSM 18116, KACC 14278, Gsoil 221",1,"Pseudobacter ginsenosidimutans",rod-shaped
133145,T16R-265,"KACC 18655, NBRC 111880",1,"Pseudoflavitalea rhizosphaerae",rod-shaped
18083,,"DSM 23940, ATCC 29799, CCUG 15402 A, CCUG 15402A, VPI R2-29-1, KCTC 15156, JCM 32126",1,"Pseudoflavonifractor capillosus",curved-shaped
,,,,,rod-shaped
141090,,"KCCM 43046, JCM 30369, MEBiC 08749",1,"Pseudofulvibacter gastropodicola",rod-shaped
133876,YCS-9,"KCTC 23884, CCUG 62114",1,"Pseudofulvibacter geojedonensis",rod-shaped
140903,RZW2-1,"JCM 30826, MCCC 1K00695",1,"Pseudofulvibacter marinus",rod-shaped
17625,Sa15,"DSM 21944, CCM 7599, CCUG 57117",1,"Pseudofulvimonas gallinarii",rod-shaped
159090,"cd10, Cd-10","DSM 103618, NCCB 100645",1,"Pseudogemmobacter bohemicus",rod-shaped
158768,DT7-02,"KCTC 33854, JCM 31192",1,"Pseudogracilibacillus endophyticus",rod-shaped
140619,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456, JCM 31390",1,"Pseudogracilibacillus marinus",rod-shaped
133838,yH16,"KCCM 90100, JCM 17850",1,"Pseudogulbenkiania gefcensis",rod-shaped
10526,BP-5,"DSM 22618, BCRC 17727, LMG 24211",1,"Pseudogulbenkiania subflava",rod-shaped
496,CM41-15a,"DSM 19751, CIP 109758, MOLA 104",1,"Pseudohaliea rubra",rod-shaped
24311,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1,"Pseudohoeflea suaedae",rod-shaped
133284,SCS-49,"CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,"Pseudohongiella nitratireducens",rod-shaped
141047,SKC1-2,"DSM 103726, KCCM 43221",1,"Pseudokineococcus basanitobsidens",coccus-shaped
134182,KST3-3,"KCCM 42250, NRRL B-24439, JCM 14547, NBRC 102111",1,"Pseudokineococcus marinus",coccus-shaped
17864,"LB 57","DSM 19756, CCUG 32286, CIP 107915, JCM 16774",1,"Pseudoleptotrichia goodfellowii",rod-shaped
7345,MSL-13,"DSM 19272, JCM 16015, KACC 21108, KCTC 19267, NBRC 108894, MSL 13",1,"Pseudolysinimonas kribbensis",rod-shaped
158715,DBTF-15,"KACC 19431, NBRC 113039",1,"Pseudomaribius aestuariivivens",rod-shaped
166264,H-5,"BCRC 81154, KCTC 62865",1,"Pseudomethylobacillus aquaticus",rod-shaped
159712,MT5,"KCTC 62295, MCCC 1K03351",1,"Pseudomonas abyssi",rod-shaped
12800,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024, JCM 5962, BCRC 10944, CCEB 481, CCM 1960, CCUG 28447, CCUG 551, CECT 110, CGMCC 1.1785, CIP 100720, IAM 1514, IFO 12689, IFO 3756, KCTC 1750, LMG 1242, NBRC 12689, NBRC 3756, NCDO 1369, NCIMB 8295, NCPPB 1965",1,"Pseudomonas aeruginosa",rod-shaped
164624,PS24,"JCM 33654, CECT 9941, LMG 31497",1,"Pseudomonas akapageensis",rod-shaped
13093,,"DSM 15318, CCUG 49625, CIP 108466, CMS 35",1,"Pseudomonas antarctica",rod-shaped
13115,CH01,"DSM 17259, CECT 7010, LMG 22563, CCUG 50743",1,"Pseudomonas argentinensis",rod-shaped
157812,"RYU-5, RYU5","DSM 107182, JCM 32716",1,"Pseudomonas asiatica",rod-shaped
166373,M7D1,"CCUG 73898, LMG 31516",1,"Pseudomonas atacamensis",rod-shaped
164623,PS14,"JCM 33653, CECT 9940, LMG 31496",1,"Pseudomonas atagonensis",rod-shaped
13124,6H33b,"DSM 17556, ATCC BAA 1049, JCM 12708, CCUG 53885, CIP 108866, TBRC 7232",1,"Pseudomonas azotifigens",rod-shaped
13189,a390,"DSM 26532, CECT 7720, LMG 25716",1,"Pseudomonas baetica",rod-shaped
13131,R-20821,"CCUG 53773, DSM 17834, LMG 23199",1,"Pseudomonas borbori",rod-shaped
13175,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1,"Denitrificimonas caeni",rod-shaped
133410,2-92,"LMG 28499, DOAB 798",1,"Pseudomonas canadensis",rod-shaped
13172,1N,"DSM 23418, CIP 109853, LMG 24676",1,"Pseudomonas cuatrocienegasensis",rod-shaped
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,"Pseudomonas delhiensis",rod-shaped
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,"Chryseomonas duriflava",rod-shaped
166232,RD25,"LMG 30152, CECT 9373",1,"Pseudomonas edaphica",rod-shaped
13170,78-123,"DSM 25351, CGMCC 1.1365, JCM 14085, CCUG 59930, CECT 7766",0,"Pseudomonas flexibilis",rod-shaped
158761,GEV388,"LMG 30013, ATCC TSD-90",1,"Pseudomonas floridensis",rod-shaped
12851,,"DSM 50090, ATCC 13525, ICPB 3200, NCIB 9046, NCTC 10038, WDCM 00115, JCM 5963, BCRC 11028, CCEB 488, CCM 2115, CCUG 1253, CECT 378, CGMCC 1.1802, CIP 69.13, IAM 12022, IFO 14160, LMG 1794, NBRC 14160, NCDO 1524, NCIMB 9046, NCPPB 1964, NRRL B-14678, VKM B-894",1,"Pseudomonas fluorescens",rod-shaped
158598,ASS-1,"KCTC 52437, CCM 8778",1,"Pseudomonas fluvialis",rod-shaped
133985,CC-CY503,"BCRC 80437, JCM 18415",1,"Halopseudomonas formosensis",rod-shaped
12966,KF707,"DSM 10086, NBRC 110670",1,"Pseudomonas furukawaii",rod-shaped
166380,MS586,"NRRL B-65441, LMG 30275",1,"Pseudomonas glycinae",rod-shaped
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,"Pseudomonas guangdongensis",rod-shaped
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,"Pseudomonas guariconensis",rod-shaped
133945,CC-G9A,"BCRC 80438, JCM 18416",1,"Pseudomonas guguanensis",rod-shaped
13161,M8,"DSM 21282, CECT 7231, LMG 24016",1,"Pseudomonas guineae",rod-shaped
132436,"WS 4917","DSM 29165, LMG 28433",1,"Pseudomonas helleri",rod-shaped
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,"Pseudomonas huaxiensis",rod-shaped
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,"Pseudomonas jilinensis",rod-shaped
164545,BML3,"JCM 33395, DMS 109244, DSM 109244",1,"Pseudomonas juntendi",rod-shaped
166132,TBZ2,"LMG 29674, KCTC 52410",1,"Pseudomonas khazarica",rod-shaped
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,"Pseudomonas knackmussii",rod-shaped
140299,"WS 4992","DSM 29167, LMG 28435",1,"Pseudomonas lactis",rod-shaped
13186,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1,"Halopseudomonas litoralis",rod-shaped
13092,"P 513/18","DSM 15835, CIP 109623, LMG 21995",1,"Pseudomonas lurida",rod-shaped
13114,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1,"Pseudomonas lutea",rod-shaped
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,"Pseudomonas mangiferae",rod-shaped
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,"Pseudomonas marincola",rod-shaped
133663,,"MTCC 4993, DSM 15319, CMS 38",1,"Pseudomonas meridiana",rod-shaped
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,"Pseudomonas nitrititolerans",rod-shaped
166254,A31/70,"CECT 9981, CCUG 73638",1,"Pseudomonas nosocomialis",rod-shaped
132649,"KX 20","DSM 100277, CGMCC 1.15195",1,"Halopseudomonas oceani",rod-shaped
13125,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583, CGMCC 1.7687",1,"Halopseudomonas pachastrellae",rod-shaped
13140,,"DSM 18529, CIP 108524, IMSNU 14100, KCTC 12330, CG 20106, IMSNU 14101",1,"Pseudomonas marginalis",rod-shaped
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,"Pseudomonas panipatensis",rod-shaped
140300,"WS 4672","DSM 29164, LMG 28439",1,"Pseudomonas paralactis",rod-shaped
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,"Halopseudomonas pelagia",rod-shaped
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775",1,"Pseudomonas peli",rod-shaped
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,"Pseudomonas populi",rod-shaped
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,"Pseudomonas profundi",rod-shaped
13095,,"DSM 15321, CCM 7690, CCUG 51515, CMS 64",1,"Pseudomonas proteolytica",rod-shaped
13105,C36,"DSM 15758, LMG 21977, CCUG 51516",1,"Pseudomonas oryzihabitans",rod-shaped
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839",1,"Pseudomonas punonensis",rod-shaped
12871,90,"DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,"Pseudomonas putida",rod-shaped
140983,,"LMG 29328, CCOS 865",1,"Pseudomonas reidholzensis",rod-shaped
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,"Halopseudomonas sabulinigri",rod-shaped
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,"Pseudomonas sagittaria",rod-shaped
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,"Pseudomonas saliphila",rod-shaped
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,"Pseudomonas taeanensis",rod-shaped
13180,CMS,"DSM 21245, BCRC 17751",1,"Pseudomonas taiwanensis",rod-shaped
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,"Pseudomonas tarimensis",rod-shaped
159884,68,"CICC 24204, KCTC 52977",1,"Pseudomonas tianjinensis",rod-shaped
133231,IB1.1,"VKM B-2935, CECT 9091",1,"Pseudomonas turukhanskensis",rod-shaped
164374,T3,"JCM 32830, ACCC 60124",1,"Pseudomonas urumqiensis",other
140982,,"LMG 29327, CCOS 864",1,"Pseudomonas wadenswilerensis",rod-shaped
132438,"WS 4993","DSM 29166, LMG 28437",1,"Pseudomonas weihenstephanensis",rod-shaped
13166,C10-2,"DSM 22326, CGMCC 1.6446, JCM 13530, MCCC 1A00089",1,"Halopseudomonas xiamenensis",rod-shaped
13173,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270",1,"Halopseudomonas xinjiangensis",rod-shaped
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,"Chryseomonas luteola",rod-shaped
13405,,"DSM 45352, ACM 5286, JCM 18302, EUM 221, EUM 211 (erroneously)",1,"Pseudonocardia adelaidensis",rod-shaped
13398,,"DSM 44979, JCM 16009, KCTC 19315, YIM 45505",1,"Pseudonocardia ailaonensis",rod-shaped
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186",1,"Pseudonocardia ammonioxydans",rod-shaped
13382,,"DSM 45322, CCTCC M2011255, SCSIO 01299",1,"Pseudonocardia antitumoralis",rod-shaped
13403,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1,"Pseudonocardia babensis",rod-shaped
13387,B5,"DSM 44703, CIP 107928, CCUG 49018, JCM 12694",1,"Pseudonocardia benzenivorans",rod-shaped
13399,Y8,"DSM 45349, JCM 14827, KCCM 42678",1,"Pseudonocardia carboxydivorans",rod-shaped
13392,,"DSM 44775, ATCC 55486, JCM 13855, CB 1190",1,"Pseudonocardia dioxanivorans",rod-shaped
13402,04-St-002,"DSM 45256, CCM 7582, CCUG 56962, JCM 16609",1,"Pseudonocardia parietis",rod-shaped
