"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Ability of spore formation"
140261,MRo-4,"DSM 28179, VKM B-2948",1,"Sporosalibacterium tautonense",1
11994,SW28,"DSM 14554, JCM 10887, KCCM 41039, CCUG 56481, KCTC 3840, ATCC BAA 723, CGMCC 1.3644, CIP 107478",1,"Sporosarcina aquimarina",1
12001,,"DSM 22204, CCUG 53915",1,"Sporosarcina contaminans",1
11996,F73,"DSM 16921, CIP 109817, KACC 11299, JCM 16400, NBRC 106531",1,"Sporosarcina koreensis",1
12006,6062,"DSM 23544, CCUG 59649, LMG 26022",1,"Sporosarcina newyorkensis",1
11997,I80,"DSM 16920, CIP 109802, KACC 11300, JCM 16401, NBRC 106532",1,"Sporosarcina soli",1
140528,LZ2,"KACC 18822, MCCC 1K03174",1,"Sporosarcina terrae",1
12000,,"DSM 22203, CCUG 53480",1,"Sporosarcina thermotolerans",1
5848,LLR-40K-21,"DSM 44728, CIP 108903, NRRL B-16338, JCM 14905, BCRC 16844, NBRC 102104",1,"Stackebrandtia nassauensis",0
,,,,,1
166515,THS-13,"BCRC 81158, LMG 30925, KCTC 62868",1,"Stagnimonas aquatica",0
158594,,"KEMB 9005-324, JCM 31498, Yeonmyeong 1-13",1,"Stakelama algicida",0
14297,,"DSM 25059, CGMCC 1.7294, LMG 24686, JLT 832",1,"Stakelama pacifica",0
14677,"6 VT, 6-4","DSM 23656, CCUG 59809",1,"Staphylococcus agnetis",0
159066,,"DSM 105892, SDB 2975, CECT 9737",1,"Staphylococcus debuckii",0
14676,KS-SP60,"DSM 25293, CCUG 58238, LMG 25332, CCM 7896",1,"Staphylococcus devriesei",0
14673,5402776,"DSM 23764, CCUG 55927, CSUR P23, CCM 7895",1,"Staphylococcus massiliensis",0
24597,SEQ110,"DSM 26618, CCM 8494, CCUG 62657, LMG 26879",1,"Staphylococcus petrasii",0
14671,B3117,"DSM 19554, CCUG 51270, CIP 107711",1,"Staphylococcus pettenkoferi",0
166184,S04009,"DSM 107950, CCUG 72763, NCTC 14184",1,"Staphylococcus pseudoxylosus",0
14665,,"CCUG 51256, DSM 17636, CCM 7213, CIP 108931, LMG 22723",1,"Staphylococcus simiae",0
158479,,"DSM 106793, CGMCC 1.15879, SCSIO 07575",1,"Staphylospora marina",1
64,,"DSM 5900, ATCC 43930, AUCM B-1137, BKM B-1137, DSM 3698, VKM B-1137",1,"Stella humosa",0
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,"Stenotrophomonas bentonitica",0
133582,MJ03,"KCTC 22451, JCM 16244, CCUG 59871",1,"Stenotrophomonas daejeonensis",0
17566,R-32729,"DSM 18929, LMG 23959, CCUG 54881",1,"Stenotrophomonas humi",0
132060,"WS 40","DSM 28278, LMG 29942",1,"Stenotrophomonas indicatrix",0
158735,M15,"LMG 29943, DSM 104152",1,"Stenotrophomonas lactitubi",0
17570,,"CCUG 59972, DSM 25135, CBMAI 564, ICB 89, LMG 25348",1,"Stenotrophomonas pavanii",0
17567,R-32768,"CCUG 54880, DSM 18941, CIP 109813, LMG 23958",1,"Stenotrophomonas terrae",0
17663,FS,"DSM 18526, JCM 14622",1,"Steroidobacter denitrificans",0
166250,JW-3,"CCTCC AB 2018184, KCTC 62820",1,"Steroidobacter soli",0
23072,HM-480,"DSM 24645, ACC 2",1,"Stomatobaculum longum",0
134320,AM11,"NBRC 103185, KCTC 19278, DSM 108658, JCM 16223",1,"Streptacidiphilus anmyonensis",1
134322,SB-B34,"NBRC 103184, KCTC 19280, DSM 108659, JCM 16224",1,"Streptacidiphilus melanogenes",1
158316,NEAU-SW11,"DSM 105744, CGMCC 4.7427",1,"Streptacidiphilus monticola",1
14879,TH49,"DSM 45098, CGMCC 4.2012, CIP 109342, JCM 13271, KCTC 19220, BCRC 16837",1,"Streptacidiphilus oryzae",1
159753,MMS16-CNU450,"KCTC 49008, JCM 32300",1,"Streptacidiphilus pinicola",1
134321,AM16,"NBRC 103186, KCTC 19279, DSM 108660, JCM 16225",1,"Streptacidiphilus rugosus",1
13492,"Bristol Labs C 677-91","DSM 44523, ATCC 31217, FERM P-4070, IFO 14056, JCM 3268, NCIB 12539, NRRL B-11280, IFO 15115, IMSNU 21311, KACC 20012, KCTC 9126, KCTC 9183, KCTC 9219, NBRC 14056, NBRC 15115, NCIMB 12539, VKM Ac-683",1,"Streptoalloteichus hindustanus",1
13493,"A12253. 1","DSM 40477, ATCC 17920, CBS 697.72, IFO 16176, ISP 5477, JCM 4838, NBRC 16176, NBRC 16177, NRRL B-12390T, RIA 1357, NRRL B-12390, BCRC 12593, IFO 13396, IFO 16175, IFO 16177, IFO 16188, LMG 5988, NBIMCC 841, NBRC 16175, NBRC 16188, NCIMB 11028, NRRL 3816, VKM Ac-1870",1,"Streptoalloteichus tenebrarius",1
132487,OGS16,"DSM 101843, JCM 31098",1,"Streptobacillus ratti",0
24605,SK1267,"DSM 25818, CCUG 39159, CIP 110790",1,"Streptococcus anginosus subsp. whileyi",0
156938,,"CECT 8872, CCUG 67170",1,"Streptococcus caprae",0
14827,M605815/03/2,"DSM 17536, CCUG 48115, CIP 108205",1,"Streptococcus castoreus",0
140263,,"DSM 102819, TISTR 2371, Cavy grass 6",1,"Streptococcus caviae",0
158498,Z15,"DSM 106182, CGMCC 1.16529",1,"Streptococcus chenjunshii",0
14722,4055,"DSM 20575, ATCC 27823, CIP 103247, CCUG 24889, NCTC 11325, LMG 14507, JCM 12994, KCTC 15405, VPI 3810, NCDO 2226, NCIMB 702226",1,"Streptococcus constellatus subsp. constellatus",0
24606,SK1359,"DSM 25819, CCUG 62387, CIP 110789",1,"Streptococcus constellatus subsp. viborgensis",0
14846,,"DSM 21999, CCUG 58728, JCM 15752, NUM 1529",1,"Streptococcus dentapri",0
24608,,"DSM 25137, JCM 17943, NUM 1808",1,"Streptococcus dentasini",0
133152,,"DSM 27381, JCM 19284, NUM 2404",1,"Streptococcus dentiloxodontae",0
14841,,"CCUG 55774, DSM 18963, JCM 14596, NUM 1303T",1,"Streptococcus dentirousetti",0
14823,,"DSM 17028, CCUG 48324, CIP 108195, SAC M512/02/01",1,"Streptococcus halichoeri subsp. halichoeri",0
133156,HTS9,"DSM 101996, CGMCC 1.15532",1,"Streptococcus halotolerans",0
133338,HTS2,"DSM 101997, CGMCC 1.15533",1,"Streptococcus himalayensis",0
23300,HKU30,"CCUG 66491, DSM 26014, CECT 8154",1,"Streptococcus hongkongensis",0
14848,MV1,"CCUG 66490, DSM 23027, CECT 7613",1,"Streptococcus lactarius",0
14835,M54/01/1,"DSM 18627, CCUG 48494, CIP 108309",1,"Streptococcus marimammalium",0
133203,HTS5,"DSM 101995, CGMCC 1.15534",1,"Streptococcus marmotae",0
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,"Streptococcus massiliensis",0
14844,WUE3771,"DSM 19192, CCUG 54871",1,"Streptococcus merionis",0
24610,"7747, Str. 7747","CCUG 66492, DSM 27088, CECT 8312, NBRC 113013",1,"Streptococcus oralis subsp. dentisani",0
14740,"LVG/l, PB182","DSM 20627, ATCC 35037, KCTC 13048, NCTC 11427, NBRC 113011, JCM 12997, CCUG 13229, CCUG 24891, CCUG 25610, CECT 907, CIP 102922, LMG 14532, KCTC 3285",1,"Streptococcus oralis subsp. oralis",0
14849,AZ_3a,"DSM 24864, CCOS 600, CCUG 66514, NBRC 113012",1,"Streptococcus oralis subsp. tigurinus",0
140138,M8,"CCUG 70868, DSM 100101, JCM 30719",1,"Streptococcus oricebi",0
24607,,"DSM 25193, JCM 17942, NUM 1801",1,"Streptococcus orisasini",0
14828,,"DSM 18307, JCM 14035, CCUG 55425, NUM 1001, CIP 109648",1,"Streptococcus orisuis",0
157127,,"CCUG 69612, CECT 9179",1,"Streptococcus ovuberis",0
140230,"TA 26, TA26","DSM 102135, CGMCC 1.15667",1,"Streptococcus pantholopis",0
158794,,"CECT 8596, DSM 26545, CAIM 1838",1,"Streptococcus penaeicida",0
14845,2923-03,"DSM 23759, CCUG 55896, CECT 7374",1,"Streptococcus porci",0
158414,HTS25,"DSM 101998, CGMCC 1.15531",1,"Streptococcus respiraculi",0
24609,"beta 112/2b","DSM 26920, LMG 27207, CCUG 66516",1,"Streptococcus rubneri",0
140411,GUT-187,"DSM 104980, JCM 31869",1,"Streptococcus ruminantium",0
23299,,"DSM 25324, JCM 18038, CCUG 70864, TKU 31",1,"Streptococcus troglodytae",0
133794,"M09-11185, ABB-12D01","ATCC BAA 2337, KCTC 33006",1,"Streptococcus troglodytidis",0
14847,,"DSM 22768, JCM 16316, CCUG 70863, NUM 1615, KCTC 15134",1,"Streptococcus ursoris",0
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,"Streptohalobacillus salinus",0
,,,,,1
11251,,"DSM 45171, CCTCC AA 208048, YIM 91353",1,"Streptomonospora amylolytica",1
11231,S186,"DSM 45083, CGMCC 4.2057, JCM 16007",1,"Streptomonospora arabica",1
11252,,"DSM 45155, CCTCC AA 208047, YIM 91394, JCM 31753",1,"Streptomonospora flavalba",1
11250,,"DSM 45075, KCTC 19236, YIM 91355, JCM 18123",1,"Streptomonospora halophila",1
24259,12A09,"DSM 45927, CCTCC AB 2013140, KCTC 29145",1,"Streptomonospora nanhaiensis",1
23167,,"DSM 45723, CCTCC AB 2012051, YIM M11335, JCM 31080",1,"Streptomonospora sediminis",1
24621,"A 191","DSM 42080, NBRC 109094",1,"Streptomyces abietis",1
16142,AS-803,"DSM 40831, ATCC 12766, CBS 487.62, NRRL B-1518, RIA 497, JCM 4002, BCRC 12461, CGMCC 4.1662, CIP 108146, IFO 13860, KCTC 9662, KCTC 9741, NBIMCC 1606, NBRC 13860, NCB 260, NRRL B-2113, PCM 2364",1,"Streptomyces abikoensis",1
16499,,"DSM 42024, CCTCC AA 2010008, YIM M 10400",1,"Streptomyces abyssalis",1
140494,"WH-9, IMER00657","NBRC 109810, KACC 17197, DSM 111621",1,"Streptomyces adustus",1
24619,,"DSM 42133, CGMCC 4.5739, NBRC 108211, TRM 46012",1,"Streptomyces aidingensis",1
14888,13246,"DSM 40478, ATCC 14698, CBS 698.72, IFO 13397, ISP 5478, JCM 4715, KCC S-0715, NBRC 13397, RIA 1358, CECT 3226, CGMCC 4.1580, IMSNU 20132, KCTC 1741, MTCC 924, NRRL B-3605, VKM Ac-1753",1,"Streptomyces albaduncus",1
166321,,"CCTCC AA 2018085, KCTC 49272, TRM 68295",1,"Streptomyces albicerus",1
14890,"Söt. 26","DSM 40130, ATCC 19752, CBS 491.68, IFO 12766, ISP 5130, KCC S-0368, NBRC 12766, RIA 1033, JCM 4368, BCRC 11471, CGMCC 4.1677, LMG 8569, NCIMB 12974, NRRL B-16606, VKM Ac-722",0,"Streptomyces albidoflavus",1
14891,"Bö. Br. 136","DSM 40131, ATCC 19778, CBS 531.68, IFO 12790, ISP 5131, JCM 4393, NBRC 12790, RIA 1058, BCRC 13700, KCTC 9033, LMG 8570, NCIMB 12976, NRRL B-5413, VKM Ac-850",0,"Streptomyces albidoflavus",1
14893,,"DSM 40347, ATCC 6246, CBS 666.72, IFO 13365, IMRU 3334, ISP 5347, JCM 4198, JCM 4803, NBRC 13365, NRRL B-1328, RIA 1326, BCRC 13704, CECT 3178, IMET 41377, KCTC 9872, LMG 8572, VKM Ac-748",0,"Streptomyces albidoflavus",1
14910,,"DSM 40841, JCM 5066, NRRL B-5682, BCRC 12231, CGMCC 4.1615, IFO 15392, MTCC 1825, NBIMCC 3324, NBRC 15392, NCIMB 12859",0,"Streptomyces albidoflavus",1
14934,,"DSM 40045, ATCC 12626, ATCC 23874, CBS 613.68, IFO 13196, IMRU 3008, ISP 5045, NBRC 13196, RIA 1112, JCM 4615, BCRC 13664, CGMCC 4.1461, CIP 104427, IFO 3438, IMET 42936, KCTC 9674, LMG 19364, NBRC 3438, NRRL B-1273, NRRL B-2373, VKM Ac-972",1,"Streptomyces alboflavus",1
16321,"IMC S-0602","DSM 41674, ATCC 29808, IFO 13846, JCM 3399, NBRC 13846, CGMCC 4.1628, KCTC 9664, KCTC 9762, MTCC 6918, NRRL B-16926",1,"Streptomyces albospinus",1
15510,,"DSM 40452, ATCC 25490, ATCC 6860, CBS 918.69, IFO 13078, IMET 41357, ISP 5452, JCM 4510, KCC S-0510, NBRC 13078, NCTC 1678, NRRL B-12378, NRRL B-16595, RIA 1270, BCRC 15164, CGMCC 4.1785, HUT 6616, NBIMCC 3321, VKM Ac-1899",0,"Streptomyces albus subsp. albus",1
16467,,"DSM 41909, NRRL 18513",1,"Streptomyces aldersoniae",1
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,"Streptomyces alfalfae",1
16453,D65,"DSM 42036, CGMCC 4.3510, NRRL B-24611, JCM 16122",1,"Streptomyces alni",1
159629,HST21,"DSM 107267, CECT 9647",1,"Streptomyces altiplanensis",1
141107,1H-SSA8,"CGMCC 4.7350, DSM 103128",1,"Streptomyces amphotericinicus",1
140853,KC-112,"KCTC 29502, NBRC 110085, PCU 347, TISTR 2401, DSM 112674",1,"Streptomyces andamanensis",1
16326,,"DSM 41683, ATCC 15484, IAM 6A-704, IFO 3934, JCM 4053, KCC S-0053, NBRC 3934, NRRL B-2347, CGMCC 4.1918, CIP 106838, KCTC 1089, NRRL B-3306, VTT E-072759",1,"Streptomyces angustmyceticus",1
14992,Beijerinck,"DSM 40361, ATCC 27416, CBS 100.18, CBS 670.72, IFO 13369, ISP 5361, JCM 4721, KCC S-0721, NBRC 13369, RIA 1330, BCRC 15152, CGMCC 4.1421, IMET 43334, KCTC 9756, LMG 19301, LMG 8583, NRRL B-2000, VKM Ac-728, VTT E-991427",1,"Streptomyces anulatus",1
159778,,"KCTC 39610, CCTCC AA 2015009, TRM 46399",1,"Streptomyces aqsuensis",1
132442,"ZLN 234","DSM 100713, CCTCC AA 2015005",1,"Streptomyces arcticus",1
15001,"NA 269-M2","DSM 40293, ATCC 25428, CBS 926.69, ETH 24429, IFO 13016, ISP 5293, NBRC 13016, NRRL 2377, RIA 1208, JCM 4452, BCRC 11827, CGMCC 4.1610, VKM Ac-1201",1,"Streptomyces arenae",1
16466,,"DSM 41953, CCTCC AA 208059, YIM 63135, JCM 19150",1,"Streptomyces artemisiae",1
16468,"A-9814, BL-504, KK 317, MA 6475","DSM 40822, ATCC 14891, CGMCC AS 4.1388, IFO 13981, JCM 4964, KCC S-0964, NBRC 13981, BCRC 11823, CECT 3139, CIP 106837, IFM 1253",1,"Streptomyces ascomycinicus",1
16502,C60,"DSM 42065, CGMCC 4.7018, KACC 15492",1,"Streptomyces atacamensis",1
16320,,"DSM 41673, ATCC 14046, IFO 3897, JCM 3386, NBRC 3897, CBS 364.68, CGMCC 4.1632, NRRL B-16927",1,"Streptomyces atratus",0
16461,,"DSM 41860, LDDC 6330-99, NRRL B-24165",1,"Streptomyces atriruber",1
15012,,"DSM 40138, ATCC 19887, CBS 663.68, ETH 27525, IFO 12842, INA 10369/58, ISP 5138, NBRC 12842, RIA 1130, JCM 4346, ATCC 23883, BCRC 13758, CGMCC 4.1450, LMG 19298, NCIMB 9849, NRRL B-5416, VKM Ac-1093",1,"Streptomyces aurantiogriseus",0
,,,,,1
16460,9-9,"DSM 41943, CGMCC 4.5510, MCCC 1A01535, JCM 16801, NRRL B-24776",1,"Streptomyces avicenniae",1
15040,MA-833,"DSM 40526, ATCC 27419, CBS 730.72, IFO 13429, ISP 5526, NBRC 13429, NRRL 3077, RIA 1390, CCUG 54639, NCIMB 11996, JCM 4726, BCRC 13384, CGMCC 4.1583, IMET 43538, KCTC 9757, MTCC 1808, PCM 2342, VKM Ac-1074",1,"Streptomyces avidinii",1
16458,Pol001,"DSM 41948, CIP 109838, JCM 16373",1,"Streptomyces axinellae",1
15046,1203/53,"DSM 40139, ATCC 19729, ATCC 19888, CBS 468.68, IFO 12745, ISP 5139, NBRC 12745, RIA 1010, JCM 4350, BCRC 13759, CGMCC 4.1406, HAMBI 1008, IMET 43089, INA 1203/53, LMG 19353, NBIMCC 3320, NCIMB 13011, NRRL B-2567, VKM Ac-735",1,"Streptomyces badius",1
130718,ID03-0915,"DSM 42011, BTCC B608, NBRC 104276",1,"Streptomyces baliensis",1
16428,AAB-4,"DSM 41874, LMG 22738, NRRL B-24326, JCM 14924, NBRC 102113",1,"Streptomyces bangladeshensis",1
15049,,"DSM 40581, ATCC 11062, ETH 14303, IMRU 3514, ISP 5581, JCM 4011, NRRL B-1049, BCRC 15171, CBS 412.54, CGMCC 4.0569, HUT 6084, IFM 1057, IFO 14598, IMET 41362, KCTC 9172, MTCC 1539, NBIMCC 1504, NBRC 14598, NRRL B-2690, NRRL ISP-5581, RIA 471, RIA 74, VKM Ac-999, VTT E-82155",1,"Streptomyces bikiniensis",1
166390,YC537,"KCTC 39750, DSM 102303",1,"Streptomyces boluensis",1
158730,K11-0400,"NBRC 113073, TBRC 7755, DSM 114118",1,"Streptomyces boninensis",1
16491,BK160,"DSM 42059, KACC 21093, NCIMB 14702",1,"Streptomyces brevispora",1
164750,AC541,"JCM 34263, ATCC TSD201",1,"Streptomyces buecherae",1
164410,ZFG47,"JCM 32897, CICC 11050",1,"Streptomyces cadmiisoli",1
159648,HA15955,"DSM 105693, CGMCC 4.7426",1,"Streptomyces caeni",1
16477,GIMN4.002,"DSM 42045, CCTCC M 208213, NRRL B-24802",1,"Streptomyces caeruleatus",1
132985,,"DSM 104041, CCTCC AA 2015006, KCTC 39568, TRM 46794-61",1,"Streptomyces canalis",0
16188,,"DSM 41453, ATCC 43699, INMI 377, JCM 6914, VKM Ac-68, BCRC 16851, CGMCC 4.1588, IFO 15389, NBRC 15389, NRRL B-16358",1,"Streptomyces caniferus",1
16334,"MS 1486","DSM 41695, IFO 14222, JCM 5075, KCC S-1075, NBRC 14222, NCIMB 12832, NRRL 12279, BCRC 16852, CGMCC 4.1945, KCTC 1719",1,"Streptomyces capillispiralis",1
158362,1H-SSA4,"DSM 104537, CGMCC 4.7403",1,"Streptomyces capitiformicae",1
133057,,"DSM 42145, JCM 30089, EGI 6500195",1,"Streptomyces capparidis",1
16202,,"DSM 41468, ATCC 43678, INA 8851, JCM 6915, BCRC 16853, CGMCC 4.1621, IFO 15390, NBRC 15390, NRRL B-16359, VKM Ac-1211",1,"Streptomyces carpaticus",1
16301,"70-6-2, M 619","DSM 43835, ATCC 27116, IFO 14214, IMET 43558, JCM 3301, KCC A-0301, NBRC 14214, NRRL B-16921, RIA 982, VKM Ac-1300, VKM Ac-657, BCRC 16854, CGMCC 4.1947, KCTC 9128",1,"Streptomyces carpinensis",1
15570,BJ-608,"DSM 40830, ATCC 15191, CBS 309.55, IMRU 3559, JCM 4978, BCRC 11879, IFO 15875, INA R-43, NBRC 15875, NRRL B-24289, RIA 851, VKM Ac-832",1,"Streptomyces castelarensis",1
14991,,"DSM 40284, ATCC 23880, CBS 660.68, IFO 12839, ISP 5284, JCM 4228, NBRC 12839, NRRL 2421, RIA 1198, BCRC 15131, CGMCC 4.1591, JCM 4621, KCCM 40184, KCTC 9694, KCTC 9775, NBIMCC 1034, VKM Ac-1824",0,"Streptomyces castelarensis",1
15073,E-150,"DSM 40189, ATCC 23894, CBS 680.68, IFO 12849, ISP 5189, NBRC 12849, RIA 1143, JCM 4183, CGMCC 4.1637, IMET 41374, JCM 4631, NCIMB 9830, VKM Ac-1222",1,"Streptomyces cellostaticus",1
15074,,"DSM 40839, ATCC 29806, CECT 7364, ETH 24125, IFO 13780, KCC S-0126, NBRC 13780, NIHJ 198, NRRL B-2493, JCM 4126, CECT 3242, CGMCC 4.1659, KCTC 9702, NBRC 100597, RIA 779, VKM Ac-1819, VTT E-86258",1,"Streptomyces celluloflavus",1
15075,,"DSM 40362, ATCC 25439, CBS 122.18, CBS 670.69, IFO 13027, ISP 5362, NBRC 13027, RIA 1219, JCM 4462, BCRC 12087, CGMCC 4.1411, KCTC 9703, LMG 19315, NRRL B-2889, VKM Ac-829",1,"Streptomyces cellulosae",1
16408,VC-A46,"DSM 41865, KCCM 42119, NBRC 100940, JCM 14549",1,"Streptomyces cheonanensis",1
23316,TA4-1,"DSM 42092, JCM 16577, TISTR 1981",1,"Streptomyces chiangmaiensis",1
23302,RC1830,"DSM 42072, JCM 18411",1,"Streptomyces chilikensis",1
140641,RC1832,"JCM 30611, KCTC 29696), KCTC 29696",1,"Streptomyces chitinivorans",1
23318,BK125,"DSM 42079, CGMCC 4.5798, KACC 20902, JCM 19672",1,"Streptomyces chlorus",1
15088,BE-508,"DSM 40545, ATCC 14947, CBS 745.72, DSM 40820, IFO 13444, IMRU 3835, ISP 5545, NBRC 13444, NCIB 8995, RIA 1405, JCM 4735, KCC S-0735, BCRC 12173, CGMCC 4.1657, MTCC 6922, NCAIM B.01478, NCIMB 10999, NCIMB 8995, NRRL B-3293, NRRL B-3310, NRRL B-3672",1,"Streptomyces chrestomyceticus",1
15090,13638/58,"DSM 40273, ATCC 23896, CBS 682.68, IFO 12851, ISP 5273, NBRC 12851, RIA 1191, JCM 4354, BCRC 15125, CGMCC 4.1451, INA 13638/58, KCTC 19069, LMG 19317, NRRL B-12175, VKM Ac-974",1,"Streptomyces chromofuscus",1
16302,,"DSM 41470, ATCC 43680, INA 1719, JCM 6917, BCRC 16855, CGMCC 4.1630, IFO 15397, NBRC 15397, VKM Ac-1215",1,"Streptomyces cinereospinus",1
16312,,"DSM 41651, ATCC 33339, IFO 13822, JCM 3385, NBRC 13822, NRRL B-16928, CGMCC 4.1620",1,"Streptomyces cinerochromogenes",1
15098,Ah-304,"DSM 40803, ATCC 12308, CBS 411.63, IFO 3414, NBRC 3414, NRRL B-1588, JCM 4019, CECT 3198, CGMCC 4.1619, HUT 6050, IFO 15873, KCTC 9708, NBIMCC 67, NBRC 15873, NCIMB 12604, RIA 518, VKM Ac-1912",1,"Streptomyces virginiae",1
16479,AS-0823,"DSM 41983, IFM 11055, JCM 17138",1,"Streptomyces coacervatus",1
16490,"BK 168","DSM 42063, KACC 20908, NCIMB 14704",1,"Streptomyces cocklensis",1
15103,,"DSM 40421, ATCC 19830, CBS 679.72, IFO 13378, INMI 20-41, ISP 5421, NBRC 13378, RIA 1339, JCM 4739, BCRC 16237, CGMCC 4.1594, KCTC 19065, NCIMB 10042, NRRL B-12348, VKM Ac-98, VTT E-073027",1,"Streptomyces violaceoruber",1
16376,CR-43,"DSM 41827, ATCC 55274, JCM 11306, NCIMB 13455, NRRL B-16897, BCRC 16858, NBRC 100773",1,"Streptomyces murinus",1
166187,MK-45,"CICC 11045, KCTC 49099",1,"Streptomyces cyaneochromogenes",1
163941,Z022,"JCM 31053, CGMCC 4.7273",1,"Streptomyces dangxiongensis",1
140909,NEAU-ZJC8,"CGMCC 4.7178, JCM 30057, DSM 111118",1,"Streptomyces daqingensis",1
158385,,"DSM 101723, JCM 4913",1,"Streptomyces davaonensis",1
134332,DAS-139,"KCTC 19241, CCTCC AA 207004",1,"Streptomyces deccanensis",1
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,"Streptomyces decoyicus",1
159788,XZHG99,"CGMCC 4.7472, KCTC 49090",1,"Streptomyces dengpaensis",1
15123,,"DSM 40496, ATCC 3315, CBS 713.72, IFO 13412, IFO 3714, ISP 5496, JCM 4128, JCM 4745, NBRC 13412, NBRC 3714, NRRL B-1270, RIA 1373, BCRC 15168, CBS 126.20, CCM 3167, CCUG 11116, CGMCC 4.1420, IMET 40274, LMG 19322, MTCC 1394, NRRL B-1241, RIA 104, VKM Ac-723",1,"Streptomyces diastaticus subsp. diastaticus",1
15125,"Ogata 207","DSM 40449, ATCC 12309, CBS 370.58, CBS 690.72, ETH 31546, IFO 13389, IFO 3337, ISP 5449, JCM 4119, JCM 4746, KCC S-0119, KCC S-0746, NBRC 13389, NBRC 3337, NRRL B-1698, PSA 218, RIA 1350, VKM Ac-1760, BCRC 13668, CFBP 4540, CGMCC 4.1606, CIP 105123, KACC 20133, VTT E-042624",1,"Streptomyces diastatochromogenes",1
16403,M7a,"DSM 41857, CCT 5476, CIP 107837, NBRC 101007, NRRL B-24297, CBMAI 498, JCM 13580, CBMAI 0498",1,"Streptomyces drozdowiczii",0
,,,,,1
158423,NEAU-S1GS20,"DSM 104538, CCTCC AA 2017006",1,"Streptomyces durbertensis",1
16406,"MS 405","DSM 41863, CIP 108995, JCM 16011",1,"Streptomyces durmitorensis",1
16335,,"DSM 41696, IFO 14238, JCM 5016, KCC S-0516, NBRC 14238, NCIMB 12831, NRRL 8144, BCRC 16859, CGMCC 4.1707, KCTC 9725, KCTC 9776",1,"Streptomyces echinoruber",1
16503,,"DSM 41984, CCTCC AA 209036, YIM 65594",1,"Streptomyces endophyticus",1
16190,,"DSM 41454, ATCC 43682, INMI 40-31, VKM Ac-130, JCM 9088, CGMCC 4.1586, NBRC 100763, NRRL B-16365",1,"Streptomyces rochei",1
16158,549-A1,"DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903",1,"Streptomyces eurocidicus",1
16385,SF0p68,"DSM 41836, CGMCC 4.1985, NCIMB 13954, JCM 14344, VTT E-072715",1,"Streptomyces ferralitis",1
15142,,"DSM 40942, ATCC 15051, CBS 453.65, NRRL B-3175, JCM 5080, CGMCC 4.1598, IFO 15411, KCTC 19940, MTCC 1768, NBRC 15411, NCIMB 13039, VKM Ac-761",1,"Streptomyces fimbriatus",1
15154,"Actinomyces 168","DSM 40061, ATCC 19754, ATCC 25460, ATCC 3319, CBS 493.68, CBS 693.69, DSM 40328, ETH 12399, IAM 0117, IFO 12768, IMET 40233, IMRU 3319, ISP 5061, ISP 5328, JCM 4032, JCM 4577, KCC S-0032, KCC S-0577, NBRC 12768, NRRL B-1334, NRRL B-2688, RIA 1035, BCRC 12489, CBS 128.20, CCM 3171, CECT 3181, CGMCC 4.1432, HAMBI 893, ICMP 392, IFO 3408, IFO 3715, KCTC 9022, LMG 19328, NBRC 3408, NBRC 3715, RIA 485, VKM Ac-965",1,"Streptomyces flaveolus",1
15161,"Medipex SA-IX-3","DSM 40366, ATCC 27430, CBS 411.59, CBS 672.72, IFO 13371, ISP 5366, JCM 4753, NBRC 13371, RIA 1332, BCRC 15154, LMG 8598, NRRL B-12307, VKM Ac-1179",1,"Streptomyces flavofungini",1
15163,,"DSM 40062, ATCC 19758, ATCC 3320, CBS 129.20, CBS 496.68, IFO 12771, IFO 3412, IMRU 3320, ISP 5062, JCM 4035, JCM 4578, KCC S-0035, NBRC 12771, NBRC 3412, NRRL B-1329, NRRL B-2685, RIA 1038, RIA 635, BCRC 13689, CBS 189.75, CBS 279.30, CCM 3243, CGMCC 4.0575, HAMBI 1007, HUT 6019, HUT 6053, ICMP 479, IFO 3197, IFO 3716, IMET 40280, LMG 20516, NBRC 3197, NBRC 3716, VKM Ac-1723, VTT E-052937, VTT E-82159",1,"Streptomyces flavovirens",1
15168,,"DSM 40153, ATCC 19759, ATCC 19903, CBS 497.68, IFO 12772, INA 2314/53, ISP 5153, NBRC 12772, RIA 1039, JCM 4372, BCRC 11474, CGMCC 4.1960, IMET 42058, NRRL ISP-5153, VKM Ac-754",1,"Streptomyces pilosus",1
164255,TW1S1,"JCM 32404, KCTC 49013",1,"Streptomyces fodineus",1
