"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell width"
13635,,"DSM 21814, CCBAU 83401, HAMBI 2975, LMG 23946",1,"Rhizobium multihospitium",0.3-0.5
24484,SL-1,"DSM 26482, ACCC 11238, KCTC 23288",1,"Neorhizobium petrolearium",0.75
140905,PC004,"BCC 73740, NBRC 110722",1,"Rhizobium puerariae",1-1.2
133544,DS-42,"KCTC 12873, JCM 14591",1,"Rhizobium soli",0.4-0.7
23224,"JC 85","DSM 24765, KCTC 23614",1,"Rhizobium subbaraonis",0.9
166317,NAU-18,"KCTC 62418, CCTCC AB 2018075",1,"Rhizobium terrae",0.6-0.7
13639,,"DSM 25379, CCBAU 85046, LMG 25225, HAMBI 3066",1,"Rhizobium tubonense",0.55
140985,166,"CGMCC 1.15279, DSM 100734",1,"Rhizobium wenxiniae",0.3-0.4
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,"Rhizobium wuzhouense",0.2-0.3
140545,CRZM18R,"LMG 29735, CECT 9169",1,"Rhizobium zeae",0.6-0.9
140624,Ndbn-20,"KACC 18661, CCTCC AB 2016143, DSM 107650",1,"Rhizorhabdus dicambivorans",0.4-0.6
23281,382,"DSM 25077, LMG 26763",1,"Rhizorhabdus starnbergensis",0.525
130849,MJ01,"DSM 29349, JCM 16242, KCTC 22449",1,"Rhodanobacter caeni",0.35
17516,GR177,"DSM 18993, KACC 11762",1,"Rhodanobacter ginsengisoli",0.55
17520,,"DSM 21013, KACC 12822, KCTC 22231, LMG 24457, Gsoil 3054",1,"Rhodanobacter ginsenosidimutans",0.5
140469,RS22,"KEMB 9005-480, KACC 19048, NBRC 112473",1,"Rhodanobacter humi",0.8-1.2
159720,G-5-5,"KEMB 9005-533, KACC 19113, NBRC 112685",1,"Rhodanobacter hydrolyticus",0.7-0.9
140574,CR164,"KACC 18699, NBRC 111845",1,"Rhodanobacter rhizosphaerae",0.5-0.7
17523,,"DSM 25158, JCM 16126, KCTC 22620, DCY 45",1,"Rhodanobacter soli",0.5
17515,B39,"DSM 17631, LMG 23181",1,"Rhodanobacter spathiphylli",0.8
17519,GP18-1,"DSM 19241, KACC 11761",1,"Rhodanobacter terrae",0.5
17518,LCS2,"DSM 18863, KCTC 12771",1,"Rhodanobacter thiooxydans",0.7
13823,JA296,"DSM 19945, CCUG 55130, JCM 14887",1,"Rhodobacter aestuarii",0.85
140725,JA912,"KCTC 15475, LMG 28748",1,"Rhodobacter azollae",1-1.5
13825,JA192,"DSM 18678, JCM 14543, MTCC 8172, CCUG 53723",1,"Cereibacter johrii",0.8-0.9
140726,JA826,"KCTC 15478, LMG 28758",1,"Rhodobacter lacus",0.8-1
134339,JA276,"JCM 14794, ATCC BAA 1549, CCUG 55129",1,"Rhodobacter maris",0.6-1
13824,JA194,"DSM 18937, JCM 14598, KCTC 5602, UCCCB23",1,"Rhodobacter megalophilus",1.2-1.5
134337,JA234,"JCM 14779, CCUG 55049",1,"Cereibacter ovatus",1.05
140806,N1,"KEMB 563-471, JCM 31175",1,"Rhodobacter sediminis",0.5-0.7
133800,JA737,"KCTC 15167, MTCC 11105, NBRC 108864",1,"Rhodobacter viridis",0.85
166318,TJ48,"CCTCC AB 2019120, KCTC 72510",1,"Rhodobacter xinxiangensis",0.3-0.6
13872,JA173,"DSM 17935, ATCC BAA 1215, JCM 13532, ATCC BAA 1275, CIP 109649",1,"Rhodobium gokarnense",0.55
1801,RS,"DSM 16996, VKM B-2361",1,"Rhodoblastus sphagnicola",0.8-1.0
23161,"C5, C5(2010)","DSM 45579, CCM 7906, LMG 26203, CCUG 60725",1,"Rhodococcus cerastii",0.9
159878,JC435,"KCTC 39856, LMG 29881, MCC 3659",1,"Rhodococcus electrodiphilus",1.22-1.31
141077,,"KACC 18500, NBRC 111581, UC 33",1,"Rhodococcus humicola",0.5-0.8
141076,,"KACC 18499, NBRC 111580, UC 12",1,"Rhodococcus pedocola",0.7-1.0
134108,,"CCTCC AA 204007, KCTC 19021, DSM 44837, YIM 70056, JCM 13366, IAM 15239, NBRC 103083, NBRC 103115, CIP 108798",1,"Rhodococcus yunnanensis",0.75
131179,5416T-29,"DSM 22190, KACC 12507",1,"Rhodocytophaga aerolata",0.6
166362,172606-1,"KCTC 62096, NBRC 114410",1,"Rhodocytophaga rosea",1-1.1
166273,GSA243-2,"CGMCC 1.16288, KCTC 62564",1,"Rhodoferax bucti",0.2-0.5
166229,,"KACC 18983, NBRC 112709, IMCC 26218",1,"Rhodoferax lacus",0.5-0.8
158667,15182,"KCTC 62172, MCCC 1K03442",1,"Rhodohalobacter barkolensis",0.3-0.7
133122,JZ3C29,"MCCC 1H00131, KCTC 52046, JCM 31413",1,"Rhodohalobacter halophilus",0.3-0.6
13879,120-1,"DSM 23582, ATCC BAA 2115, JCM 16873",1,"Rhodoligotrophos appendicifer",0.7
166282,lm1,"CCTCC AB 2019071, KCTC 72156",1,"Rhodoligotrophos defluvii",0.3-0.5
159679,27D-LEPI,"DSM 107804, JCM 32926",1,"Rhodoluna limnophila",0.3
133915,JA643,"KCTC 15219, NBRC 109057",1,"Rhodomicrobium udaipurense",1.3
164090,MA-7-27,"JCM 31537, KACC 18805",1,"Rhodophyticola porphyridii",0.6-1.0
11942,"SH 1","DSM 10527, NCIMB 13988, IFAM 1310",1,"Rhodopirellula baltica",1.75
166393,Poly21,"DSM 102266, LMG 29467, CECT 9847, VKM B-3435",1,"Rhodopirellula heiligendammensis",1.7-2.1
166394,Pla100,"DSM 102937, LMG 29465",1,"Rhodopirellula pilleata",0.8-1.2
166395,CA85,"DSM 109595, LMG 29699, VKM B-3451",1,"Rhodopirellula solitaria",1.1-1.5
158540,TUT3581,"KCTC 15603, NBRC 112816",1,"Rhodoplanes azumiensis",1
6191,JA266,"DSM 19946, JCM 14934, KCTC 5627",1,"Rhodoplanes serenus",0.85
133492,JA415,"KCTC 5711, NBRC 104972",1,"Rhodoplanes pokkaliisoli",1.1
6190,"TUT 3530","DSM 18633, NBRC 102049",1,"Rhodoplanes serenus",0.8-1.0
1825,TUT3520,"DSM 9987, ATCC 49414, NBRC 104267",1,"Rhodoplanes tepidamans",0.8-1.0
158541,TUT3542,"KCTC 15602, NBRC 112815",1,"Rhodoplanes tepidicaeni",0.9
133647,JA531,"NBRC 107575, KCTC 5841",1,"Rhodopseudomonas harwoodiae",0.9
133648,JA310,"NBRC 106083, KCTC 5839",1,"Rhodopseudomonas parapalustris",1
133803,JA575,"NBRC 108862, KCTC 15143",1,"Rhodopseudomonas pentothenatexigens",0.75
1828,,"DSM 123, NBRC 100419, ATH 2.1.6 (, van Niel ATH 2.1.6, ATCC 17001",1,"Rhodopseudomonas pseudopalustris",0.9
140728,TUT3615,"KCTC 23279, NBRC 107609",1,"Rhodopseudomonas telluris",0.8-1.5
133804,JA576,"NBRC 108863, KCTC 15144",1,"Rhodopseudomonas thermotolerans",0.9
166225,E84,"KCTC 52697, MCCC 1H00231",1,"Rhodosalinus halophilus",0.5-0.9
141161,WDN1C137,"KCTC 52478, MCCC 1H00170, DSM 108746",1,"Rhodosalinus sediminis",0.4-1.2
17795,"2037 Souchothèque de Bretagne","DSM 22212, JCM 15944, PRI 2902",1,"Rhodothermus profundi",0.5
140625,JA877,"LMG 29228, KCTC 42963",1,"Rhodovulum algae",0.6-0.9
13752,JA738,"DSM 24766, KCTC 15110",1,"Rhodovulum bhavnagarense",0.7
13748,JA125,"DSM 18064, CIP 109541, JCM 13589",1,"Rhodovulum imhoffii",0.5
13750,JA297,"DSM 19783, ATCC BAA 1544, CCUG 55397, JCM 14888",1,"Rhodovulum kholense",0.5-1
133483,JA322,"NBRC 104147, KCTC 5700",1,"Rhodovulum lacipunicei",0.85
13747,"3Vi, JA 128","DSM 18063, CCUG 52183, ATCC BAA1215, JCM 13300, ATCC BAA 1215, BCRC 80541",1,"Rhodovulum marinum",0.6-0.8
13751,A-20s,"DSM 21153, VKM B-2489",1,"Rhodovulum steppense",0.55
133763,A-36s,"VKM B-2491, ATCC BAA 1573",1,"Rhodovulum tesquicola",0.6
13749,"7Vi, JA 181","DSM 17937, ATCC BAA 1274, JCM 13531, CIP 109728",1,"Rhodovulum visakhapatnamense",0.9
133288,WB-8-2,"CRIRC RAM004, CSUR P2882",1,"Rickettsia amblyommatis",0.427
157747,"R153, AUS118","DSM 28985, CSUR R501",1,"Rickettsia fournieri",0.3
140720,"VR-1664, RGBWI-1, BWI-1","CSUR R172",1,"Rickettsia gravesii",0.4
134245,Khabarovsk,"CSUR R3, ATCC VR-1596",1,"Rickettsia conorii subsp. raoultii",0.4
5634,"8151, RCP-8151","DSM 24015, LMG 26094",1,"Riemerella columbipharyngis",0.35
23713,8-4-E13,"DSM 23948, LMG 27602",1,"Robertmurraya andreesenii",0.5-0.9
5636,,"DSM 15991, HTCC 2501, KCTC 12146",1,"Robiginitalea biformata",0.3-0.7
,,,,,0.5
5638,YM6-073,"DSM 21019, KCTC 22216, MBIC 06409",1,"Robiginitalea myxolifaciens",0.3-0.65
6224,,"DSM 21748, IMCC 3195, KCCM 42687, NBRC 103098",1,"Robiginitomaculum antarcticum",0.7
158358,FRIFI,"DSM 28814, KCTC 15553",1,"Romboutsia hominis",1.1-2.1
2992,61A,"DSM 11813, CCUG 52219",1,"Roseateles depolymerans",0.5
134277,,"CECT 7247, CCUG 52222",1,"Roseateles terrae",0.5
13853,EL-50,"DSM 11469, CECT 7235",1,"Roseibaca ekhonensis",1
134327,MN1-741,"MBIC 08315, KCTC 12986, NBRC 103926",1,"Roseibacillus ishigakijimensis",0.75
134329,YM26-010,"KCTC 12988, MBIC 08317",1,"Roseibacillus persicicus",0.75
134328,YM27-120,"MBIC 08316, KCTC 12987",1,"Roseibacillus ponti",0.75
13829,,"DSM 19469, CIP 107377, JCM 11220, OCh 323",1,"Roseibacterium elongatum",0.5-0.8
13836,DFL-11,"DSM 17067, NCIMB 14079",1,"Roseibium alexandrii",0.6
13835,"mano 18","DSM 17023, KCTC 12288",1,"Roseibium marinum",0.6-0.8
133285,Cs25,"DSM 29163, CECT 8816",1,"Roseibium salinum",0.5-1.0
140994,BSS09,"KCTC 52373, MCCC 1K03201",1,"Roseibium sediminis",0.5-0.8
158729,,"MCCC 1K03242, KCTC 52641, CCMM 001",1,"Roseicyclus marinus",0.4-0.8
2416,HLO8,"DSM 13941, JCM 11240, NBRC 100045",1,"Roseiflexus castenholzii",0.8-1.0
23339,DC2a-G7,"DSM 25532, NBRC 108606",1,"Roseimicrobium gellanilyticum",1.2
158703,AW1220,"LMG 29977, DSM 104292",1,"Roseisolibacter agri",0.4-0.5
133348,MA7-20,"KACC 18807, JCM 31538",1,"Roseitalea porphyridii",0.7-0.8
164246,,"JCM 32374, KCCM 43267, MEBiC 09517",1,"Roseithermus saccariphilus",0.6-1.0
134138,,"KCTC 12370, LMG 22587, KMM 6058, DSM 102948",1,"Roseivirga echinicomitans",0.4
133262,SW-152,"JCM 12600, KCTC 12312, CIP 108749",0,"Roseivirga ehrenbergii",0.25
,,,,,0.5-0.6
,,,,,0.5-0.7
140828,GM-5,"KCTC 42718, NBRC 111589",1,"Roseivirga maritima",0.5-0.8
131264,DY53,"DSM 100771, CGMCC 1.12402, JCM 18885",1,"Roseivirga pacifica",0.6
134178,,"NRRL B-41219, JCM 13337, DSM 109152, CIP 109327",1,"Roseivirga spongicola",0.5
13759,sw-2,"DSM 22223, BCRC 17966, LMG 25204",1,"Roseivivax isoporae",0.85
130619,S5-5,"DSM 29430, CCUG 57755, KCTC 22708",1,"Roseivivax lentus",0.75
23998,8N4,"DSM 24150, LMG 26121",1,"Rosenbergiella nectarea",0.85
140322,MM-7,"DSM 106830, NBRC 112431",1,"Roseobacter ponti",1.0-1.2
60,,"DSM 8511, RB 3",1,"Roseococcus thiosulfatophilus",0.9-1.3
133919,7515T-07,"KACC 16529, NBRC 108923",1,"Roseomonas aerophila",1.2
72,TR53,"DSM 19438, CECT 7131, JCM 13556, CCM 7358, NCIMB 14503",1,"Roseomonas aquatica",1.0
140906,M6-79,"CCTCC AB 2013101, LMG 28251",1,"Roseomonas arctica",0.7-0.9
158692,M3,"KEMB 2255-459, JCM 31275",1,"Roseomonas deserti",0.6-0.8
141094,BUT-5,"CCTCC AB 2013276, KACC 17166",1,"Roseomonas eburnea",0.6-0.9
158530,PN2,"BCC 44864, NBRC 107871",1,"Roseomonas elaeocarpi",0.7-1.0
158696,D3,"KACC 19269, JCM 31968",1,"Roseomonas fluminis",0.8-1.2
133456,"CW67T, CW67","KCTC 22211, JCM 15073",1,"Roseomonas frigidaquae",0.7
141000,THG-N2.22,"KACC 18935, CCTCC AB 2016176",1,"Roseomonas hibiscisoli",0.6-0.8
,,,,,0.8
71,TH-G33,"DSM 19439, CGMCC 1.3617, JCM 13283, CIP 109168",1,"Roseomonas lacus",0.5-0.8
133416,G-3-5,"KEMB 9005-416, KACC 18908, JCM 31470",1,"Roseomonas nepalensis",1.0-1.3
159866,17Sr1-1,"KCTC 52899, NBRC 112872",1,"Roseomonas radiodurans",1.0-1.4
130135,03SU10-P,"DSM 29515, JCM 17520, KCTC 23339",1,"Roseomonas riguiloci",0.6
140548,S1,"KEMB 563-465, JCM 31176",1,"Roseomonas suffusca",0.6-0.8
134265,DS-48,"KCTC 12874, JCM 14592",1,"Roseomonas terrae",0.75
158546,EM302,"KACC 13942, KCTC 42906, NBRC 111477",1,"Roseomonas terricola",0.8-1.0
73,,"DSM 19362, CCM 7468, KCTC 22045, CPCC 100056, UCCCB25",1,"Roseomonas vinacea",0.9-1.0
13962,JA135,"DSM 18985, ATCC BAA 1364, JCM 14191",1,"Roseospira goensis",0.9
13963,JA131,"DSM 19947, ATCC BAA 1365, JCM 14190",1,"Roseospira visakhapatnamensis",0.7
130621,SMK-122,"DSM 29438, CCUG 55325, KCTC 22174",1,"Roseovarius aestuarii",0.45
133325,GHTF-24,"KCTC 52454, NBRC 112420",1,"Roseovarius aestuariivivens",0.4-1.0
166221,GCL-8,"MCCC 1A11651, KCTC 52430",1,"Roseovarius amoyensis",0.3-1.0
141127,R12B,"MCCC 1A09786, KCTC 42506",1,"Roseovarius atlanticus",0.7-0.9
133347,,"SAG 6, KACC 18598, JCM 31541",1,"Roseovarius confluentis",0.4-0.7
163871,MME-070,"JCM 30757, KCCM 43142",1,"Roseovarius faecimaris",2.5-3.4
130623,HJ50,"DSM 29507, KCTC 22224, LMG 24468",1,"Roseovarius halotolerans",0.65
24500,112,"DSM 28463, JCM 17743, KACC 16185",1,"Roseovarius lutimaris",0.6
13770,,"DSM 17069, NCIMB 14077, DFL 24",1,"Roseovarius mucosus",0.6
130624,NH52J,"DSM 29590, CCTCC AB 208317, LMG 24840, MCCC 1A03543",1,"Roseovarius nanhaiticus",0.58-0.84
159704,TFZ,"MCCC 1K03339, KCTC 52967",1,"Roseovarius nitratireducens",0.4-0.77
130622,81-2,"DSM 29589, CGMCC 1.7083, LMG 24575, MCCC 1A00293",1,"Roseovarius pacificus",0.53
158737,D15,"CECT 9424, LMG 30322",1,"Roseovarius ramblicola",0.7-1.2
158669,N53,"MCCC 1H00200, KCTC 52886",1,"Roseovarius salinarum",0.3-0.4
166405,CA51,"DSM 104080, LMG 29702",1,"Rosistilla oblonga",1.4-1.5
1225,TF-12,"DSM 16205, JCM 11545, KCCM 41589, CIP 108136",1,"Rossellomorea aquimaris",0.5-0.7
1224,TF-11,"DSM 16204, JCM 11544, KCCM 41588, CIP 108135",1,"Rossellomorea marisflavi",0.6-0.8
1258,15-1,"DSM 18898, CIP 108672, HSCC 1663, JCM 11124, NRIC 0531, NRRL B-23890, BCRC 80102, LMG 24742, NBRC 101237",1,"Rossellomorea vietnamensis",0.75
24206,,"DSM 26247, JCM 18541, YIM 67072",1,"Rothia endophytica",0.75
7661,,"DSM 18442, CCTCC AB 206069, JCM 31975, KCTC 19172, YIM 90716",1,"Rothia halotolerans",0.8
7664,P31,"DSM 23367, JCM 15915, KCTC 19595, CIP 110210",1,"Rothia koreensis",1.25
7783,L-143,"DSM 22277, BCRC 17588, LMG 23708, CCUG 55855, JCM 15158",1,"Rothia terrae",0.75
17801,3-6,"DSM 18029, CGMCC 4.3142, JCM 13910, PCM 2644, NBRC 106322",1,"Ruania albidiflava",0.5-0.8
13778,5715S-9,"DSM 19297, KACC 12504",1,"Rubellimicrobium aerolatum",0.8
13777,,"DSM 19309, KCTC 22012, MSL 20",1,"Rubellimicrobium mesophilum",0.4-0.7
13774,C-lvkR2A-2,"DSM 16684, CCUG 51817, HAMBI 2421, CIP 109278",1,"Rubellimicrobium thermophilum",0.6-0.8
134365,UTEXL2944,"KCTC 40015, KORDI 51-2",1,"Rubidibacter lacunae",0.9-1.5
166400,Pan54,"DSM 29369, LMG 29789",1,"Rubinisphaera italica",0.7-0.9
158400,ResAG-85,"DSM 105129, JCM 32272",1,"Rubneribacter badeniensis",0.3
166396,"Pla22, Pla 22","DSM 102267, LMG 29691",1,"Rubripirellula amarantea",0.7-1.1
166397,Poly59,"DSM 103767, LMG 29696",1,"Rubripirellula reticaptiva",0.8-1.2
166398,Poly51,"DSM 103356, VKM B-3438",1,"Rubripirellula tenax",0.8-1.0
159705,SAORIC-165,"NBRC 110691, KCTC 52460",1,"Rubritalea profundi",0.9-1
134286,YM21-132,"MBIC 08281, KCTC 12906, NBRC 104204",1,"Rubritalea spongiae",0.75
134287,YM27-005,"MBIC 08282, KCTC 12907, NBRC 104205",1,"Rubritalea tangerina",0.65
133914,SAORIC-28,"KCTC 23867, NBRC 108816",1,"Rubrivirga marina",0.7
140498,SAORIC-476,"NBRC 110607, KACC 18401",1,"Rubrivirga profundi",0.6-0.8
158426,,"DSM 105148, CGMCC 1.16398, SCSIO 08198, JCM 33406",1,"Rubrobacter indicoceani",0.3-0.6
134093,LS-293,"ATCC BAA 406, BCRC 17173, JCM 12932",1,"Rubrobacter taiwanensis",0.95
14036,PRD-1,"DSM 9941, IFO 16129, NBRC 16129, JCM 11954, CIP 105412, NBRC 100952",1,"Rubrobacter xylanophilus",0.9-1
17624,KIS3-4,"DSM 22992, JCM 15422, KACC 12734",1,"Rudaea cellulosilytica",0.5
22986,HOR6-4,"DSM 19560, KACC 12637",1,"Rudaeicoccus suwonensis",0.7
133989,5GHs34-4,"KACC 15523, NBRC 108754",1,"Rudaibacter terrae",0.6
3834,57155-11,"DSM 19387, KACC 12603, JCM 16390, NBRC 106408",1,"Rudanella lutea",0.85
166319,HX-22-17,"KCTC 72656, CCTCC AB 2019347",1,"Rudanella paleaurantiibacter",7.5-8
24504,TW15,"DSM 29317, JCM 17315, KACC 15115",1,"Ruegeria conchae",0.4
24502,HD-28,"DSM 28009, CCUG 58878, KCTC 23044",1,"Ruegeria faecimaris",0.45
24503,MA1-6,"DSM 27839, CCUG 60744, KCTC 23463",1,"Ruegeria halocynthiae",0.2-0.6
24505,CC-GIMAT-2,"DSM 23285, CCM 7758, CCUG 59209, DSM 104504, DSM 29341, LMG 25539",1,"Ruegeria intermedia",1.1
159879,J95,"MCCC 1K03284, DSM 104293",1,"Albibacillus kandeliae",0.5-0.7
13788,ZH17,"DSM 24837, CGMCC 1.9108, JCM 16262",1,"Ruegeria marina",0.75
158547,ZGT118,"JCM 19519, ACCC 19862",1,"Ruegeria marisrubri",0.6-1.2
158548,ZGT108,"JCM 19518, ACCC 19861",1,"Ruegeria profundi",0.5-1
158531,MDT1-10-3,"CGMCC 1.9789, NBRC 109705",1,"Rufibacter glacialis",0.9-1.1
133023,CAI-18b,"DSM 29854, NCAIM B.02614",1,"Rufibacter ruber",0.3-0.5
166441,H-1,"CGMCC 1.16289, NBRC 113030",1,"Rufibacter sediminis",0.3-0.5
133402,CC-MHH0563,"BCRC 80918, JCM 31066",1,"Ruficoccus amylovorans",1.2-1.5
133073,Ca6,"DSM 103039, ATCC TSD-59",1,"Rugosibacter aromaticivorans",0.23-0.27
8049,Delta3,"DSM 45228, JCM 18305, NBRC 104875",1,"Rugosimonospora africana",0.75
2567,Cc,"DSM 1351, ATCC 15832, NCIMB 10669, JCM 1422, LMG 5589, BCRC 14495, KCTC 15225, KCTC 3044, VPI 3359",1,"Ruminiclostridium cellobioparum subsp. cellobioparum",0.5-0.6
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,"Ruminiclostridium cellulolyticum",0.6-1
2848,CDT-1,"DSM 19573, JCM 14807",1,"Ruminiclostridium sufflavum",0.55
17686,18P13,"DSM 18848, JCM 17042, KCTC 15320",1,"Ruminococcus champanellensis",0.9-1.3
17685,CCRI-16110,"DSM 19829, CCUG 54292, JCM 14987, NML 060141, CIP 109512",1,"Ruminococcus gauvreauii",0.75
18132,KSC-SF6g,"DSM 25578, NBRC 104870, NRRL B-51320",1,"Rummeliibacillus stabekisii",1.105
166297,YX9,"KCTC 62875, CCTCC AB 2018214",1,"Runella aurantiaca",0.6-0.9
3818,EMB13,"DSM 17976, KCTC 12614",1,"Runella defluvii",0.7
133369,HMF3829,"KCTC 42850, CECT 8978",1,"Runella palustris",1.4-1.6
158542,J107-1,"KEMB 9005-549, KACC 19167, JCM 31921",1,"Rurimicrobium arvi",0.4-0.55
132588,585-1,"DSM 100348, VKM B-2901",1,"Ruthenibacterium lactatiformans",0.3-0.5
158549,HMF6543,"KCTC 52401, NBRC 112674, HME 6543",1,"Sabulilitoribacter arenilitoris",0.5-0.6
133353,CAG32,"NCIMB 15010, DSM 100909",1,"Saccharedens versatilis",0.3-0.4
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,"Saccharibacillus deserti",0.4-0.5
133027,JM-1350,"DSM 103533, CCM 8702, LMG 29710",1,"Saccharibacillus endophyticus",0.8-1.3
11668,HR1,"DSM 22868, CGMCC 1.6964, JCM 14865, KCTC 13182",1,"Saccharibacillus kuerlensis",0.45
133208,H6,"CCTCC AB 2016001, JCM 31172",1,"Saccharibacillus qingshengii",0.5-0.6
11667,GR21,"DSM 19268, LMG 24085",1,"Saccharibacillus sacchari",0.8-1
63,S-877,"DSM 15669, AJ 13480, JCM 12116",1,"Saccharibacter floricola",0.8-1.0
470,2-40,"DSM 17024, ATCC 43961, CCUG 66513",1,"Saccharophagus degradans",0.5
13472,,"DSM 45269, CCTCC AA 208062, YIM 65359, JCM 32123",1,"Saccharopolyspora tripterygii",0.65
133634,,"KCTC 22684, KCCM 42930, NBRC 105825, IMCC 4453, UCCCB35",1,"Saccharospirillum aestuarii",0.75
159727,HK-33,"KCTC 62178, MCCC 1K03440",1,"Saccharospirillum mangrovi",0.3-0.4
24542,YIM-Y25,"DSM 19800, KCTC 22169, CCTCC AA 207033, UCCCB26",1,"Saccharospirillum salsuginis",0.6
13487,Sa181,"DSM 45457, CCUG 60214",1,"Saccharothrix hoggarensis",0.9
131262,F028-2,"DSM 102235, JCM 17627, KCTC 23543",1,"Sagittula marina",0.5
13789,"E 37","DSM 11524, ATCC 700073",1,"Sagittula stellata",0.9
1680,Se-3111,"DSM 13521, JCM 13524, NBRC 104395, NRRL B-24118",1,"Salana multivorans",0.4-0.7
160625,RR3-28,"DSM 107947, KCTC 52649",1,"Salaquimonas pukyongi",0.4-0.5
5643,,"DSM 23515, KCTC 12560, KMM 7019, LMG 23205",1,"Salegentibacter agarivorans",0.5-0.7
5640,"Fg 69","DSM 17794, CIP 107843, KMM 6000",1,"Salegentibacter flavus",0.5-0.7
5641,,"DSM 23405, KMM 3524, LMG 21968, NBRC 100249",1,"Salegentibacter holothuriorum",0.6
5644,ISL-6,"DSM 23401, CCUG 54355, KCTC 12974",1,"Salegentibacter salarius",0.5
5645,ISL-4,"DSM 23400, CCUG 54354, KCTC 12975",1,"Salegentibacter salinarum",0.65
159784,K5023,"KCTC 52477, MCCC 1H00173",1,"Salegentibacter sediminis",0.2-0.3
140592,JZ3C34,"KCTC 52047, MCCC 1K02288",1,"Salibacter halophilus",0.3-0.4
1284,17-5,"DSM 18341, CGMCC 1.3227",1,"Salibacterium aidingense",0.2-0.4
1298,,"DSM 21373, LMG 24571, MSS 4",1,"Salibacterium halochares",0.6
158766,GSS13,"KCTC 33792, MCCC 1K00567",1,"Salibacterium lacus",0.6-1.8
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,"Salibacterium nitratireducens",0.5-0.6
1276,CM1,"DSM 21621, CGMCC 1.6134, JCM 14087, CIP 109642",1,"Salibacterium qingdaonense",0.35
1246,"BH 169","DSM 16461, CIP 109218, KCTC 3912, DSM 28800",1,"Salibacterium salarium",0.3-0.5
22968,Zn2,"DSM 24770, JCM 17796",1,"Salimesophilobacter vulgaris",0.65
1551,ISL-25,"DSM 23127, CCUG 56755, KCTC 13260, ISL -25",1,"Salimicrobium flavidum",0.85
140648,MC-74,"JCM 19597, KCTC 4262",1,"Salinarchaeum chitinilyticum",0.2-0.3
1830,SL014B-41A4,"DSM 22962, CGMCC 1.9161",1,"Salinarimonas ramus",0.6-4.0
1829,,"DSM 21201, CCTCC AA 208038, KCTC 22346, YIM YD3",1,"Salinarimonas rosea",0.4-1.0
133715,,"IBRC-M 10036, CGMCC 1.11003, CB 7",1,"Salinivenus iranica",0.5
133716,DGO,"IBRC-M 10423, CGMCC 1.11002",1,"Salinivenus lutea",0.7
7489,0543,"DSM 22272, CGMCC 1.5381, JCM 13926",1,"Salinibacterium xinjiangense",0.5-0.8
14438,Crm,"DSM 23852, JCM 15796, KCTC 13301",1,"Salinicoccus carnicancri",1.75
14435,W24,"DSM 19336, CGMCC 1.6501",1,"Salinicoccus halodurans",0.77
14434,QW6,"DSM 18903, CCM 7448, JCM 19027, CCUG 56052",1,"Salinicoccus iranensis",0.9
14430,S2R53-5,"DSM 22324, KCTC 13030, LMG 23640, JCM 16981",1,"Salinicoccus jeotgali",1.5
14433,,"DSM 17847, CGMCC 1.6302, YIM Y15",1,"Salinicoccus kunmingensis",1
14431,,"DSM 17002, CGMCC 1.6511, JCM 19028, KCTC 3941, YIM 70202, CIP 109745",1,"Salinicoccus luteus",0.9
23290,ZXM223,"DSM 27102, CGMCC 1.8895, LMG 24855",1,"Salinicoccus qingdaonensis",0.4-0.6
14432,PN1-2,"DSM 21576, JCM 12822, PCU 242, TISTR 1562, CIP 109726",1,"Salinicoccus siamensis",0.6-0.8
166378,L3,"CGMCC 1.17272, KCTC 72572",1,"Salinicola corii",0.3-0.5
132891,CG4.1,"DSM 14325, CECT 5903, LMG 23626, UCCCB105, CG 4.1",1,"Salinicola halophilus",1.2-1.3
6080,M27,"DSM 18044, CIP 109895, KCTC 12664, UCCCB106",1,"Salinicola salarius",0.8-0.9
140612,F01,"KCTC 42855, CCTCC AB 2015304",1,"Salinicola tamaricis",0.8-1.0
140643,YJ-50-S2,"JCM 30033, CGMCC 1.12572",1,"Salinigranum salinum",1.0-4.0
24516,ISL-46,"DSM 27842, CCUG 56758, KCTC 22485, ISL -46",1,"Salinihabitans flavidus",0.45
5733,HY1,"DSM 23553, CGMCC 1.6101, JCM 14015, CIP 109554",1,"Salinimicrobium catena",0.5-0.8
140792,X7,"KCTC 42585, MCCC 1H00115",1,"Salinimicrobium flavum",0.4-0.5
133731,BB-My20,"KCTC 23579, CCUG 60898, KCTC 23579T",1,"Salinimicrobium gaetbulicola",0.5
133600,,"KCTC 12719, LMG 25395, KMM 6270, KCTC 23286",1,"Salinimicrobium marinum",0.5-1
156750,,"CCUG 64794, KCTC 32163",1,"Salinimicrobium soli",0.4-0.6
5735,YIM-C338,"DSM 17865, CGMCC 1.6308",1,"Salinimicrobium terrae",0.6-1
5734,BH206,"DSM 19287, KCTC 12883",1,"Salinimicrobium xinjiangense",0.8
